rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1445359792022398014,,6157,,1403715271,765361116,/world,vicon/firefly_sbx/firefly_sbx,,,0.786655912188,2.17673271721,1.06196818943,,-0.00892048235175,0.0223058666865,0.113394773723,0.993259532347
1445359792031537091,,6158,,1403715271,775210871,/world,vicon/firefly_sbx/firefly_sbx,,,0.786638369021,2.17671545281,1.0619250572,,-0.00906029583079,0.0223308055852,0.113488176764,0.993247038705
1445359792041178818,,6159,,1403715271,785189432,/world,vicon/firefly_sbx/firefly_sbx,,,0.786696423591,2.1767943612,1.06198967032,,-0.00914344315973,0.022380046551,0.11347377486,0.99324681393
1445359792051827536,,6160,,1403715271,795222000,/world,vicon/firefly_sbx/firefly_sbx,,,0.786653312932,2.17692149202,1.06202304781,,-0.00891919161762,0.0220209277907,0.114109934365,0.993183995864
1445359792062131085,,6161,,1403715271,805470189,/world,vicon/firefly_sbx/firefly_sbx,,,0.786674814905,2.17702935559,1.06216879959,,-0.00963323442157,0.0222461721112,0.114132739235,0.993169686638
1445359792074897539,,6162,,1403715271,818269826,/world,vicon/firefly_sbx/firefly_sbx,,,0.78670628851,2.1767869355,1.06199289034,,-0.00939154162845,0.0223425486262,0.113339637346,0.993260658676
1445359792081809130,,6163,,1403715271,825357448,/world,vicon/firefly_sbx/firefly_sbx,,,0.786729351412,2.17674041698,1.06197997175,,-0.00902405411552,0.0224279471748,0.11325857826,0.993271386925
1445359792091402981,,6164,,1403715271,835211702,/world,vicon/firefly_sbx/firefly_sbx,,,0.786652050685,2.17682904039,1.062032989,,-0.00909315023394,0.0221213109192,0.114301858163,0.993158118047
1445359792101664314,,6165,,1403715271,845194456,/world,vicon/firefly_sbx/firefly_sbx,,,0.786676157247,2.176698571,1.0619866961,,-0.00905471359267,0.0223834947647,0.113271340296,0.993270655356
1445359792111489546,,6166,,1403715271,855236858,/world,vicon/firefly_sbx/firefly_sbx,,,0.786656418935,2.17696235424,1.06203076237,,-0.00918973355933,0.0221658045039,0.114200619021,0.993167883353
1445359792122123273,,6167,,1403715271,865565695,/world,vicon/firefly_sbx/firefly_sbx,,,0.786726240448,2.1767219052,1.06193166478,,-0.00914467079431,0.0223924414114,0.113459767716,0.993248123418
1445359792131953706,,6168,,1403715271,875287207,/world,vicon/firefly_sbx/firefly_sbx,,,0.786603209041,2.17699614339,1.06209124393,,-0.00946083301291,0.0219813372815,0.113974576508,0.993195403413
1445359792141747164,,6169,,1403715271,885234573,/world,vicon/firefly_sbx/firefly_sbx,,,0.786660058883,2.17671253263,1.0619416421,,-0.00917057942305,0.0224115321657,0.113453317867,0.993248190718
1445359792152029368,,6170,,1403715271,895413950,/world,vicon/firefly_sbx/firefly_sbx,,,0.786640654091,2.17684966037,1.06199010674,,-0.00877376558791,0.0219623794114,0.1141467656,0.993182355276
1445359792161569751,,6171,,1403715271,905290157,/world,vicon/firefly_sbx/firefly_sbx,,,0.786596382049,2.17694064186,1.06207282101,,-0.0093908143344,0.0220281180941,0.113932456965,0.99319986401
1445359792171685176,,6172,,1403715271,915201491,/world,vicon/firefly_sbx/firefly_sbx,,,0.786696958754,2.17672561834,1.06192832745,,-0.00890544255468,0.022359353025,0.113504989269,0.993245875821
1445359792181865545,,6173,,1403715271,925342355,/world,vicon/firefly_sbx/firefly_sbx,,,0.78670369433,2.17678765735,1.06197463125,,-0.00930430327022,0.0224154150429,0.113380391557,0.993255186707
1445359792191777187,,6174,,1403715271,935348607,/world,vicon/firefly_sbx/firefly_sbx,,,0.786610062079,2.17670959663,1.06198962106,,-0.00851516317727,0.0221262229329,0.114291833439,0.993164286039
1445359792201779415,,6175,,1403715271,945254497,/world,vicon/firefly_sbx/firefly_sbx,,,0.78668485845,2.17653418571,1.0619086778,,-0.00861994521681,0.0223813712028,0.113595332186,0.99323757041
1445359792212414908,,6176,,1403715271,955436859,/world,vicon/firefly_sbx/firefly_sbx,,,0.786732845891,2.17659376885,1.06189850522,,-0.00868822819331,0.0223611166235,0.113577425202,0.993239479501
1445359792222149692,,6177,,1403715271,965372469,/world,vicon/firefly_sbx/firefly_sbx,,,0.786686156256,2.17676566283,1.06199529581,,-0.00911273331281,0.0223633620193,0.113390826374,0.993256944917
1445359792231648145,,6178,,1403715271,975248606,/world,vicon/firefly_sbx/firefly_sbx,,,0.786704091751,2.17656793127,1.06190829362,,-0.00871975954906,0.0224572488651,0.113487714506,0.993247288656
1445359792241555456,,6179,,1403715271,985295386,/world,vicon/firefly_sbx/firefly_sbx,,,0.786667667324,2.17672728417,1.06192831233,,-0.00904029426094,0.0223413816416,0.113431362994,0.993253473004
1445359792251817803,,6180,,1403715271,995326751,/world,vicon/firefly_sbx/firefly_sbx,,,0.786672115406,2.17677683342,1.06196186822,,-0.00909781055091,0.0223044433396,0.113529156178,0.99324260498
1445359792261528662,,6181,,1403715272,5246371,/world,vicon/firefly_sbx/firefly_sbx,,,0.786733472753,2.17664543752,1.0619577594,,-0.0088966927649,0.0224547588883,0.113609672969,0.993231833395
1445359792271895993,,6182,,1403715272,15251313,/world,vicon/firefly_sbx/firefly_sbx,,,0.786725873646,2.17674944876,1.06195790122,,-0.00907129570385,0.0223364801813,0.113451395107,0.993251012683
1445359792282015215,,6183,,1403715272,25423046,/world,vicon/firefly_sbx/firefly_sbx,,,0.786640746373,2.17673767868,1.06198014913,,-0.00896073068104,0.0223993537701,0.113355515742,0.993261547281
1445359792292203055,,6184,,1403715272,35722445,/world,vicon/firefly_sbx/firefly_sbx,,,0.786720070904,2.17673394574,1.06193441378,,-0.00894402244918,0.0224186543261,0.113433867271,0.993252317469
1445359792301740249,,6185,,1403715272,45254755,/world,vicon/firefly_sbx/firefly_sbx,,,0.786592183912,2.17691056427,1.06202054961,,-0.00910535866934,0.0220460496447,0.114071354606,0.993186181034
1445359792311294833,,6186,,1403715272,55244115,/world,vicon/firefly_sbx/firefly_sbx,,,0.786680433011,2.17669287861,1.06195030515,,-0.00873838615143,0.0222386490399,0.113373414208,0.993265096561
1445359792321172411,,6187,,1403715272,65133963,/world,vicon/firefly_sbx/firefly_sbx,,,0.786668503605,2.17669222832,1.06191939441,,-0.00889280880489,0.0223772682531,0.113385370383,0.993259247931
1445359792331537142,,6188,,1403715272,75245343,/world,vicon/firefly_sbx/firefly_sbx,,,0.7866656982,2.17675865496,1.06199707549,,-0.00924262664715,0.0223503341231,0.11321845172,0.993275701207
